"id","category","name","grams","calories","carbs","protein","fat"
1,"곡류 및 그 제품","고량미,고량미, 알곡","100","349","67.8","10.1","3.7"
2,"곡류 및 그 제품","과자,스넥과자, 유아용과자","30","129.9","20.13","3.54","3.96"
3,"곡류 및 그 제품","귀리 가공(기타), 오트밀 ","100","382","64.9","13.2","8.2"
4,"곡류 및 그 제품","귀리(겉귀리), 도정곡, 생것","100","373","73.5","11.4","3.7"
5,"곡류 및 그 제품","귀리(쌀귀리),  도정곡, 생것","100","371","70.4","14.3","3.8"
6,"곡류 및 그 제품","기장, 도정곡, 생것","100","367","74.6","11.2","1.9"
7,"곡류 및 그 제품","냄비우동, 냉동 ","100","206","43.9","6","0.7"
8,"곡류 및 그 제품","녹두 가공(면류), 녹두국수 ","100","345","84.6","0.2","0.4"
9,"곡류 및 그 제품","대두 가공(과자류), 엿강정 ","30","135.3","11.73","11.31","4.8"
10,"곡류 및 그 제품","도토리 가공(면류), 국수, 마른것 ","100","345","72.2","12.4","0.7"
11,"곡류 및 그 제품","들깨 가공(과자류), 엿강정 ","30","161.4","14.67","3.96","9.66"
12,"곡류 및 그 제품","땅콩 가공(과자류), 엿강정 ","30","173.4","10.17","6.42","11.88"
13,"곡류 및 그 제품","라면, 스프포함, 조리 ","100","103","18.5","2.2","2"
14,"곡류 및 그 제품","라면,봉지면, 진라면, 매운맛(오뚜기)","100","421","65","8.3","14.2"
15,"곡류 및 그 제품","만두, 고기만두, 냉동 ","100","214","0.3","9.6","10.4"
16,"곡류 및 그 제품","만두, 김치만두, 냉동 ","100","190","21.7","6.6","8.5"
17,"곡류 및 그 제품","메밀 가공(가루), 메밀가루 ","100","364","69.6","13.4","2.8"
18,"곡류 및 그 제품","메밀 가공(면류), 메밀국수, 건면 ","100","344","66.7","14","2.3"
19,"곡류 및 그 제품","메밀 가공(면류), 메밀국수, 건면, 삶은것 ","100","114","22.1","4.8","0.7"
20,"곡류 및 그 제품","메밀 가공(면류), 메밀국수, 생면 ","100","276","61.4","7.3","0.1"
21,"곡류 및 그 제품","메밀 가공(면류), 메밀국수, 생면, 삶은것 ","100","142","28.7","6.6","0.1"
22,"곡류 및 그 제품","메밀 가공(면류), 메밀냉면, 인스턴트, 마른것 ","100","352","74.3","10.5","1.4"
23,"곡류 및 그 제품","메밀, 도정곡, 생것 ","100","374","74.7","11.5","2.3"
24,"곡류 및 그 제품","멥쌀 가공(가루), 백미가루 ","100","362","78.5","6.2","0.9"
25,"곡류 및 그 제품","멥쌀 가공(가루), 현미가루 ","40","151.6","32.16","2.96","1.04"
26,"곡류 및 그 제품","멥쌀 가공(과자류), 쌀과자 ","100","474","78.2","3.2","15.9"
27,"곡류 및 그 제품","멥쌀 가공(과자류), 쌀엿강정 ","100","383","90.1","3.8","0.8"
28,"곡류 및 그 제품","멥쌀 가공(과자류), 튀김쌀과자 ","30","139.5","21.36","1.71","5.25"
29,"곡류 및 그 제품","멥쌀 가공(과자류), 튀밥 ","100","406","80.7","8.7","3.9"
30,"곡류 및 그 제품","멥쌀 가공(떡류), 가래떡 ","100","217","47.5","3.8","0.3"
31,"곡류 및 그 제품","멥쌀 가공(떡류), 가래떡, 흑미가래떡 ","100","209","47.8","3.5","0"
32,"곡류 및 그 제품","멥쌀 가공(떡류), 개피떡 ","100","207","45.6","4.3","0.8"
33,"곡류 및 그 제품","멥쌀 가공(떡류), 개피떡, 쑥개피떡 ","100","208","45.2","4.5","0.8"
34,"곡류 및 그 제품","멥쌀 가공(떡류), 꿀떡 ","100","215","47.4","3.3","0.4"
35,"곡류 및 그 제품","멥쌀 가공(떡류), 무지개떡 ","100","229","53","3.5","0.3"
36,"곡류 및 그 제품","멥쌀 가공(떡류), 백설기 ","100","234","51.9","3.5","0.8"
37,"곡류 및 그 제품","멥쌀 가공(떡류), 송편, 검정콩 ","100","200","41.2","6.9","0.8"
38,"곡류 및 그 제품","멥쌀 가공(떡류), 송편, 깨 ","100","212","45.6","3.5","1.4"
39,"곡류 및 그 제품","멥쌀 가공(떡류), 송편, 팥 ","100","200","43.6","5.4","0.4"
40,"곡류 및 그 제품","멥쌀 가공(떡류), 시루떡 ","100","217","47.5","5.5","0.6"
41,"곡류 및 그 제품","멥쌀 가공(떡류), 쑥설기 ","100","242","55.6","4.3","0.3"
42,"곡류 및 그 제품","멥쌀 가공(떡류), 절편 ","100","220","43.8","4.4","0.8"
43,"곡류 및 그 제품","멥쌀 가공(떡류), 증편 ","100","177","37.8","3.9","0.9"
44,"곡류 및 그 제품","멥쌀 가공(면류), 쌀국수, 건면","100","354","72.6","9.1","1.5"
45,"곡류 및 그 제품","멥쌀 가공(밥죽류), 누룽지","100","393","86.8","6.8","0.2"
46,"곡류 및 그 제품","멥쌀 가공(밥죽류), 백미, 미음 ","100","21","4.7","0.3","0"
47,"곡류 및 그 제품","멥쌀 가공(밥죽류), 백미, 밥 ","100","152","33.2","3","0.1"
48,"곡류 및 그 제품","멥쌀 가공(밥죽류), 백미, 죽 ","100","71","15.6","1.4","0"
49,"곡류 및 그 제품","멥쌀 가공(밥죽류), 찐쌀, 마른것 ","100","373","83.7","5.2","0.1"
50,"곡류 및 그 제품","멥쌀 가공(밥죽류), 현미, 미음 ","100","20","4.4","0.4","0.1"
51,"곡류 및 그 제품","멥쌀 가공(밥죽류), 현미, 밥 ","100","167","37.3","3.3","0.2"
52,"곡류 및 그 제품","멥쌀 가공(밥죽류), 현미, 죽 ","100","70","15.2","1.2","0.4"
53,"곡류 및 그 제품","멥쌀, 배아미, 생것 ","100","354","75.3","6.5","2"
54,"곡류 및 그 제품","멥쌀, 백미, 생것","100","363","79.5","6.4","0.4"
55,"곡류 및 그 제품","멥쌀, 현미, 흑미, 생것 ","100","375","74.9","8.8","3.1"
56,"곡류 및 그 제품","밀 가공(가루), 강력밀가루, 수입산","100","364","73.4","12.7","0.5"
57,"곡류 및 그 제품","밀 가공(가루), 도우넛가루 ","100","391","73.9","8.5","6.8"
58,"곡류 및 그 제품","밀 가공(가루), 박력밀가루, 수입산","100","370","77.5","8.7","0.8"
59,"곡류 및 그 제품","밀 가공(가루), 부침가루 ","100","382","72","20.6","1.3"
60,"곡류 및 그 제품","밀 가공(가루), 빵가루 ","100","380","72.4","14.2","3.7"
61,"곡류 및 그 제품","밀 가공(가루), 중력밀가루 ","100","370","74.1","11.5","1.1"
62,"곡류 및 그 제품","밀 가공(가루), 케이크가루, 당근 ","40","166","31.68","2.04","3.92"
63,"곡류 및 그 제품","밀 가공(가루), 통밀가루 ","100","326","71.5","11.9","1.6"
64,"곡류 및 그 제품","밀 가공(가루), 튀김가루 ","100","328","76.8","7.3","1.5"
65,"곡류 및 그 제품","밀 가공(가루), 팬케이크가루 ","100","379","75.9","7.9","4.9"
66,"곡류 및 그 제품","밀 가공(과자류), 건빵 ","100","415","73.8","8.7","9.4"
67,"곡류 및 그 제품","밀 가공(과자류), 만주, 밤 ","100","309","68.3","6","1.3"
68,"곡류 및 그 제품","밀 가공(과자류), 모나카 ","100","335","77.2","3.3","1.4"
69,"곡류 및 그 제품","밀 가공(과자류), 비스킷, 소프트(설탕 21g)","100","522","62.6","5.7","27.6"
70,"곡류 및 그 제품","밀 가공(과자류), 비스킷, 하드(설탕 17g)","100","432","77.8","7.6","10"
71,"곡류 및 그 제품","밀 가공(과자류), 사과파이(설탕 16g)","100","304","32.7","4","17.5"
72,"곡류 및 그 제품","밀 가공(과자류), 센베이 ","100","398","84","7.5","3.5"
73,"곡류 및 그 제품","밀 가공(과자류), 센베이, 김 ","100","423","82.8","6.7","6.9"
74,"곡류 및 그 제품","밀 가공(과자류), 스넥, 감자 ","100","540","57.3","5.8","32"
75,"곡류 및 그 제품","밀 가공(과자류), 스넥, 밀가루 ","40","192.8","27.52","2.92","7.88"
76,"곡류 및 그 제품","밀 가공(과자류), 스넥, 새우 ","100","537","59.5","5.3","30.9"
77,"곡류 및 그 제품","밀 가공(과자류), 스넥, 옥수수 ","100","526","65.3","5.2","27.1"
78,"곡류 및 그 제품","밀 가공(과자류), 약과 ","100","422","71.7","3.8","13.3"
79,"곡류 및 그 제품","밀 가공(과자류), 와플(설탕 11g)","100","291","32.9","7.9","14.1"
80,"곡류 및 그 제품","밀 가공(과자류), 와플, 잼(설탕 11g)","100","237","49.4","3.4","2.9"
81,"곡류 및 그 제품","밀 가공(과자류), 와플, 커스터드크림(설탕 11g)","100","256","36","8.3","8.8"
82,"곡류 및 그 제품","밀 가공(과자류), 웨하스, 바닐라 ","100","521","65.6","4.1","26.9"
83,"곡류 및 그 제품","밀 가공(과자류), 초코볼 ","100","501","70.2","4.3","22.5"
84,"곡류 및 그 제품","밀 가공(과자류), 초코파이 ","100","441","63.6","4.4","18.8"
85,"곡류 및 그 제품","밀 가공(과자류), 쿠키, 땅콩버터 ","100","476","58.9","9.6","23.6"
86,"곡류 및 그 제품","밀 가공(과자류), 쿠키, 버터 ","100","467","68.9","6.1","18.8"
87,"곡류 및 그 제품","밀 가공(과자류), 쿠키, 초코칩 ","100","526","64.7","5","27.5"
88,"곡류 및 그 제품","밀 가공(과자류), 크랙커 ","100","513","58.8","7","27.8"
89,"곡류 및 그 제품","밀 가공(과자류), 크랙커, 땅콩샌드 ","100","496","56.7","12.4","25.1"
90,"곡류 및 그 제품","밀 가공(과자류), 크랙커, 치즈샌드 ","100","490","58.8","8.9","24.4"
91,"곡류 및 그 제품","밀 가공(과자류), 피칸파이 ","100","345","43.2","8","17.2"
92,"곡류 및 그 제품","밀 가공(면류), 국수, 건면","100","374","78.4","10.6","0.2"
93,"곡류 및 그 제품","밀 가공(면류), 국수, 건면, 삶은것 ","100","124","24.3","4.6","0.4"
94,"곡류 및 그 제품","밀 가공(면류), 라면, 건면","100","445","71.2","7.5","13.9"
95,"곡류 및 그 제품","밀 가공(면류), 마카로니, 건면 ","100","380","77.1","12.2","0.4"
96,"곡류 및 그 제품","밀 가공(면류), 마카로니, 건면, 삶은것 ","100","126","25.8","3.8","0.2"
97,"곡류 및 그 제품","밀 가공(면류), 소면, 건면","100","358","76.1","8.9","0.3"
98,"곡류 및 그 제품","밀 가공(면류), 소면, 건면, 삶은것 ","100","137","29","3.2","0.2"
99,"곡류 및 그 제품","밀 가공(면류), 스파게티, 건면","100","363","74.6","11.2","0.2"
100,"곡류 및 그 제품","밀 가공(면류), 스파게티, 건면, 삶은것 ","100","129","26.9","3.8","0"
101,"곡류 및 그 제품","밀 가공(면류), 우동, 생면 ","100","154","32","3.8","0.4"
102,"곡류 및 그 제품","밀 가공(면류), 우동, 생면, 삶은것 ","100","123","25.9","3.2","0.1"
103,"곡류 및 그 제품","밀 가공(면류), 중국국수, 건면","100","365","73","10.5","1.6"
104,"곡류 및 그 제품","밀 가공(면류), 중국국수, 건면, 삶은것 ","100","140","28.1","4.1","0.5"
105,"곡류 및 그 제품","밀 가공(면류), 중국국수, 생면","100","281","55.7","8.6","1.2"
106,"곡류 및 그 제품","밀 가공(면류), 중국국수, 생면, 삶은것 ","100","149","29.2","4.9","0.6"
107,"곡류 및 그 제품","밀 가공(면류), 중국국수, 증숙면","100","198","38.4","5.3","1.7"
108,"곡류 및 그 제품","밀 가공(면류), 쫄면, 건면","100","269","56.1","6.6","0.8"
109,"곡류 및 그 제품","밀 가공(면류), 칼국수, 반건면","100","251","57.5","6.4","1.4"
110,"곡류 및 그 제품","밀 가공(면류), 칼국수, 생면","100","132","29.6","3.5","1"
111,"곡류 및 그 제품","밀 가공(빵류), 건포도빵","100","269","51.1","8.2","3.5"
112,"곡류 및 그 제품","밀 가공(빵류), 곰보빵 ","100","380","56.5","8.8","13.2"
113,"곡류 및 그 제품","밀 가공(빵류), 꽈배기 ","100","404","47.2","7.9","20.4"
114,"곡류 및 그 제품","밀 가공(빵류), 도우넛, 링 ","100","426","40.6","7.3","26"
115,"곡류 및 그 제품","밀 가공(빵류), 도우넛, 이스트 ","70","271.6","30.8","4.9","14.28"
116,"곡류 및 그 제품","밀 가공(빵류), 도우넛, 케이크 ","70","262.5","42.21","4.9","8.26"
117,"곡류 및 그 제품","밀 가공(빵류), 도우넛, 팥 ","100","347","45.7","6.6","15.3"
118,"곡류 및 그 제품","밀 가공(빵류), 롤빵, 소프트롤 ","100","316","48.6","10.1","9"
119,"곡류 및 그 제품","밀 가공(빵류), 롤빵, 하드롤 ","100","293","52.7","9.9","4.3"
120,"곡류 및 그 제품","밀 가공(빵류), 마늘빵 ","100","500","54.9","10.8","27.9"
121,"곡류 및 그 제품","밀 가공(빵류), 머핀, 우유 ","100","296","41.4","6.9","11.4"
122,"곡류 및 그 제품","밀 가공(빵류), 머핀, 잉글리쉬머핀 ","100","234","46","7.7","1.8"
123,"곡류 및 그 제품","밀 가공(빵류), 모닝빵 ","100","331","52.1","9.9","9.3"
124,"곡류 및 그 제품","밀 가공(빵류), 모카빵 ","100","316","58.2","8.9","4"
125,"곡류 및 그 제품","밀 가공(빵류), 바게트빵 ","100","279","57.5","9.4","1.3"
126,"곡류 및 그 제품","밀 가공(빵류), 베이글, 달걀 ","100","278","53","10.6","2.1"
127,"곡류 및 그 제품","밀 가공(빵류), 식빵 ","100","284","51.1","8.3","5.2"
128,"곡류 및 그 제품","밀 가공(빵류), 식빵, 옥수수 ","100","275","54.4","8.3","2.7"
129,"곡류 및 그 제품","밀 가공(빵류), 식빵, 우유 ","100","285","48.7","9.1","6"
130,"곡류 및 그 제품","밀 가공(빵류), 식빵, 토스트 ","100","293","54.4","9","4"
131,"곡류 및 그 제품","밀 가공(빵류), 옥수수빵 ","100","314","48.1","7.2","10"
132,"곡류 및 그 제품","밀 가공(빵류), 잼빵 ","100","297","54.5","6.6","5.8"
133,"곡류 및 그 제품","밀 가공(빵류), 찐빵, 단호박소 ","100","239","52.4","5.4","0.9"
134,"곡류 및 그 제품","밀 가공(빵류), 찐빵, 채소 ","100","231","37.3","8.1","5.5"
135,"곡류 및 그 제품","밀 가공(빵류), 찐빵, 팥 ","100","244","51.6","7.3","0.9"
136,"곡류 및 그 제품","밀 가공(빵류), 카스텔라 ","100","324","55.1","6.7","8.5"
137,"곡류 및 그 제품","밀 가공(빵류), 카스텔라, 감 3%","70","238","36.96","4.83","7.84"
138,"곡류 및 그 제품","밀 가공(빵류), 케이크, 과일(후르츠) ","100","323","61.6","2.9","9.1"
139,"곡류 및 그 제품","밀 가공(빵류), 케이크, 롤 ","100","365","48.1","7.5","16.5"
140,"곡류 및 그 제품","밀 가공(빵류), 케이크, 배 ","100","296","43.5","6.2","10.8"
141,"곡류 및 그 제품","밀 가공(빵류), 케이크, 생크림, 블루베리 ","100","249","32.2","2.9","12.1"
142,"곡류 및 그 제품","밀 가공(빵류), 케이크, 쇼튼드 ","100","344","47.1","7.4","14"
143,"곡류 및 그 제품","밀 가공(빵류), 케이크, 스펀지 ","100","352","47.2","6.6","15.2"
144,"곡류 및 그 제품","밀 가공(빵류), 케이크, 엔젤푸드 ","100","258","57.8","5.9","0.8"
145,"곡류 및 그 제품","밀 가공(빵류), 케이크, 초콜렛 ","100","453","40.2","4.7","30.4"
146,"곡류 및 그 제품","밀 가공(빵류), 케이크, 치즈 ","100","321","25.5","5.5","22.5"
147,"곡류 및 그 제품","밀 가공(빵류), 케이크, 컵 ","70","213.5","47.04","3.01","2.59"
148,"곡류 및 그 제품","밀 가공(빵류), 케이크, 파운드 ","100","414","46.7","5.6","22.8"
149,"곡류 및 그 제품","밀 가공(빵류), 크로아상 ","100","448","43.9","7.9","26.8"
150,"곡류 및 그 제품","밀 가공(빵류), 크로아상, 버터 ","100","405","45.8","8.2","21"
151,"곡류 및 그 제품","밀 가공(빵류), 크로켓 ","100","307","29.7","6","18.2"
152,"곡류 및 그 제품","밀 가공(빵류), 크로켓, 채소 ","100","301","31.2","7.1","16.4"
153,"곡류 및 그 제품","밀 가공(빵류), 크림빵 ","100","274","45.5","6","7.7"
154,"곡류 및 그 제품","밀 가공(빵류), 크림빵, 버터 ","100","383","46.2","8.2","18.4"
155,"곡류 및 그 제품","밀 가공(빵류), 팥빵 ","100","293","52.5","7.6","6.1"
156,"곡류 및 그 제품","밀 가공(빵류), 패이스트리 ","100","457","46.5","8.6","26.3"
157,"곡류 및 그 제품","밀 가공(빵류), 패이스트리, 과일(후르츠)  ","100","371","47.8","5.4","18.5"
158,"곡류 및 그 제품","밀 가공(빵류), 패이스트리, 치즈 ","100","374","37.2","8","21.9"
159,"곡류 및 그 제품","밀 가공(빵류), 팬케이크 ","100","227","28.3","6.4","9.7"
160,"곡류 및 그 제품","밀, 도정곡, 생것 ","100","333","75.8","10.6","1"
161,"곡류 및 그 제품","보리 가공(가루), 미숫가루 ","100","398","74.6","15.7","5.7"
162,"곡류 및 그 제품","보리 가공(가루), 보리가루 ","100","357","76","11.2","2"
163,"곡류 및 그 제품","보리 가공(기타), 겉보리, 압맥 ","100","348","78.6","9.1","0.6"
164,"곡류 및 그 제품","보리 가공(기타), 겉보리, 할맥 ","100","351","77.4","9.8","1.2"
165,"곡류 및 그 제품","보리 가공(기타), 볶은보리 ","100","360","74.1","12.7","2.6"
166,"곡류 및 그 제품","보리 가공(기타), 엿기름 ","100","338","73","11.2","1.2"
167,"곡류 및 그 제품","보리,겉보리, 보리쌀","100","322","71.1","10.6","1.8"
168,"곡류 및 그 제품","보리밥,보리밥","210","294","67.41","6.09","0.63"
169,"곡류 및 그 제품","볶음밥, 새우볶음밥, 조리 ","100","207","0","7.8","11.4"
170,"곡류 및 그 제품","볶음밥,햄볶음밥","210","518.7","0","7.14","39.69"
171,"곡류 및 그 제품","빵,슈크림","70","170.8","18.48","4.27","2.38"
172,"곡류 및 그 제품","빵,크로아쌍","100","448","43.9","7.9","26.8"
173,"곡류 및 그 제품","빵,호빵, 고기소","70","175.7","30.52","6.44","3.08"
174,"곡류 및 그 제품","샌드위치, 달걀, 치즈","150","349.5","26.7","16.05","19.95"
175,"곡류 및 그 제품","샌드위치, 닭고기 ","100","283","21.3","13.2","16.2"
176,"곡류 및 그 제품","샌드위치, 생선 ","100","273","26","10.7","14.4"
177,"곡류 및 그 제품","샌드위치, 소고기 ","100","249","24.1","15.5","9.9"
178,"곡류 및 그 제품","샌드위치, 햄, 치즈 ","100","218","24.8","7.4","9.9"
179,"곡류 및 그 제품","샌드위치,샌드위치","150","181.5","1.8","12.75","3"
180,"곡류 및 그 제품","수수 가공(가루), 수수가루 ","40","152.4","30.92","3.96","1.08"
181,"곡류 및 그 제품","수수 가공(떡류), 수수경단 ","100","218","43.1","8.2","1.4"
182,"곡류 및 그 제품","수수, 도정곡, 생것 ","100","364","74.1","9.5","2.6"
183,"곡류 및 그 제품","스프, 소고기, 조리 ","100","6","0","1.1","0.2"
184,"곡류 및 그 제품","스프, 소고기, 채소, 조리 ","100","21","3.2","1.2","0.4"
185,"곡류 및 그 제품","스프, 소고기가루 ","100","406","67.1","11.3","10.3"
186,"곡류 및 그 제품","스프, 양송이, 조리 ","100","36","4.4","0.7","1.8"
187,"곡류 및 그 제품","스프, 양송이가루","100","418","70.7","8.3","11.3"
188,"곡류 및 그 제품","스프, 양파, 조리 ","100","12","2.8","0.3","0"
189,"곡류 및 그 제품","스프, 양파가루","100","293","65.1","7.5","0.3"
190,"곡류 및 그 제품","스프, 콘소메, 조리 ","100","8","0.8","0.9","0.1"
191,"곡류 및 그 제품","스프, 크림, 조리 ","100","24","3.6","0.9","0.7"
192,"곡류 및 그 제품","스프, 크림가루","100","443","68.1","6.8","15.9"
193,"곡류 및 그 제품","스프,감자스프, 감자스프(오뚜기)","100","380","73","6","7"
194,"곡류 및 그 제품","스프,쇠고기야채스프, 분말","100","344","N/A","18.9","7.2"
195,"곡류 및 그 제품","스프,쇠고기야채스프, 쇠고기스프(오뚜기)","100","355","61","7","9"
196,"곡류 및 그 제품","스프,야채스프, 야채스프(오뚜기)","100","350","61","6","9"
197,"곡류 및 그 제품","스프,양송이스프, 양송이수프(오뚜기)","100","360","59","6","11"
198,"곡류 및 그 제품","스프,옥수수스프, 옥수수스프(오뚜기)","100","360","63","5","10"
199,"곡류 및 그 제품","스프,크림스프, 아스파라거스","100","366","N/A","13.8","10.8"
200,"곡류 및 그 제품","스프,크림스프, 크림스프(오뚜기)","100","355","64","5","9"
201,"곡류 및 그 제품","스프,호박스프, 호박스프(오뚜기)","100","395","74","5","9"
202,"곡류 및 그 제품","시리얼 ","30","116.1","26.1","1.71","0.54"
203,"곡류 및 그 제품","시리얼, 과즙","30","116.4","26.73","1.59","0.33"
204,"곡류 및 그 제품","시리얼, 꿀","30","115.8","27.48","1.35","0.06"
205,"곡류 및 그 제품","시리얼, 쌀","100","379","86.6","6.8","0.6"
206,"곡류 및 그 제품","시리얼, 아몬드","100","414","79.6","7.2","7.4"
207,"곡류 및 그 제품","시리얼, 코코넛","30","114.6","26.64","1.65","0.15"
208,"곡류 및 그 제품","시리얼, 현미","100","390","83.7","6.7","3.1"
209,"곡류 및 그 제품","시리얼,기타, 라이스크리스피","30","111","25.98","2.04","0.18"
210,"곡류 및 그 제품","시리얼,기타, 코코넛첵스","30","113.3","26.64","1.65","0.15"
211,"곡류 및 그 제품","시리얼,기타, 코코링","100","376","87.6","5.3","0.5"
212,"곡류 및 그 제품","시리얼,기타, 코코팝스","100","376","87.3","5.6","0.5"
213,"곡류 및 그 제품","시리얼,기타, 콘첵스","100","376","85.4","7.3","1.2"
214,"곡류 및 그 제품","시리얼,기타, 하니팝스","30","114.9","27.48","1.35","0.06"
215,"곡류 및 그 제품","시리얼,기타, 후르트링","30","114.6","26.73","1.59","0.33"
216,"곡류 및 그 제품","시리얼,푸레이크, 아몬드푸레이크","100","406","79.6","7.2","7.4"
217,"곡류 및 그 제품","시리얼,푸레이크, 현미푸레이크","100","376","83.7","6.7","3.1"
218,"곡류 및 그 제품","시리얼,푸로스트, 콘푸로스트","100","387","88.4","4.7","0.4"
219,"곡류 및 그 제품","옥수수 가공(가루), 옥수수가루 ","100","373","75.7","7.7","3.7"
220,"곡류 및 그 제품","옥수수 가공(과자류), 콘칩 ","100","518","63","6","28.4"
221,"곡류 및 그 제품","옥수수 가공(과자류), 튀김용 옥수수","100","388","76.3","11.5","4.1"
222,"곡류 및 그 제품","옥수수 가공(과자류), 팝콘 ","100","536","57.6","7.6","30.6"
223,"곡류 및 그 제품","옥수수 가공(기타), 콘샐러드 ","100","104","22.4","3.2","0.2"
224,"곡류 및 그 제품","옥수수 가공(면류), 옥수수묵 ","100","55","12.6","1.1","0"
225,"곡류 및 그 제품","옥수수 가공(통조림), 가당 ","100","91","18.3","2.3","1"
226,"곡류 및 그 제품","옥수수 가공(통조림), 홀커넬 ","100","82","17.8","2.3","0.5"
227,"곡류 및 그 제품","옥수수, 찰옥수수, 마른것 ","100","371","74.7","11.5","4.6"
228,"곡류 및 그 제품","옥수수, 찰옥수수, 생것 ","100","142","29.4","4.9","1.2"
229,"곡류 및 그 제품","옥수수, 찰옥수수, 찐것 ","100","132","25.4","6.6","1.4"
230,"곡류 및 그 제품","옥수수죽, 레토르트 ","100","86","8.6","2","4.8"
231,"곡류 및 그 제품","우동,우동, 조리한것","200","168","34.8","4.8","0.4"
232,"곡류 및 그 제품","울면,울면, 인스턴트","200","860","118.6","26.4","31"
233,"곡류 및 그 제품","율무 가공(면류), 국수, 건면 ","100","362","74.6","13.2","1.2"
234,"곡류 및 그 제품","율무 가공(밥죽류), 죽 ","100","44","9.5","0.5","0.4"
235,"곡류 및 그 제품","율무, 도정곡, 생것 ","100","377","70.5","15.4","3.2"
236,"곡류 및 그 제품","이유식,이유식","40","170.4","26.28","6.16","4.64"
237,"곡류 및 그 제품","잣 가공(밥죽류), 죽 ","100","31","5","0.7","0.9"
238,"곡류 및 그 제품","조, 메조, 도정곡, 생것 ","100","386","76","9.7","4.2"
239,"곡류 및 그 제품","죽, 참치죽, 레토르트 ","350","161","29.4","9.8","0.35"
240,"곡류 및 그 제품","죽, 팥죽, 레토르트","100","117","24.4","3.9","0.4"
241,"곡류 및 그 제품","죽,호박죽, 레토르트","350","220.5","2.1","3.85","1.4"
242,"곡류 및 그 제품","즉석밥, 백미, 냉동 ","100","147","33.4","2.8","0.2"
243,"곡류 및 그 제품","즉석밥, 오곡, 냉동 ","100","150","32.9","3.6","0.4"
244,"곡류 및 그 제품","참깨 가공(과자류), 엿강정 ","100","538","45.4","15","32.9"
245,"곡류 및 그 제품","참깨 가공(밥죽류), 죽 ","100","38","5.9","1","1.2"
246,"곡류 및 그 제품","찹쌀 가공(가루), 찹쌀가루 ","100","397","86.8","8.3","trace"
247,"곡류 및 그 제품","찹쌀 가공(가루), 찹쌀미숫가루 ","100","401","83.6","9","1.7"
248,"곡류 및 그 제품","찹쌀 가공(과자류), 다식, 검정깨 ","100","475","48.3","13.8","25.2"
249,"곡류 및 그 제품","찹쌀 가공(과자류), 다식, 송화 ","100","326","76.1","4.4","2.3"
250,"곡류 및 그 제품","찹쌀 가공(과자류), 산자 ","100","417","75.6","2","11.8"
251,"곡류 및 그 제품","찹쌀 가공(과자류), 유과 ","100","382","84.4","2.2","4"
252,"곡류 및 그 제품","찹쌀 가공(과자류), 전병 ","100","446","79.6","7.8","10.7"
253,"곡류 및 그 제품","찹쌀 가공(떡류), 경단, 카스텔라","100","240","51.1","4.1","1.8"
254,"곡류 및 그 제품","찹쌀 가공(떡류), 모듬찰떡 ","100","223","47.4","5.7","1.2"
255,"곡류 및 그 제품","찹쌀 가공(떡류), 약식 ","100","259","54.2","3.5","2.8"
256,"곡류 및 그 제품","찹쌀 가공(떡류), 인절미, 콩고물 ","100","221","45.4","5.7","1.9"
257,"곡류 및 그 제품","찹쌀 가공(떡류), 인절미, 팥고물 ","100","204","44.8","4.2","0.9"
258,"곡류 및 그 제품","찹쌀 가공(떡류), 찰시루떡 ","100","238","51.8","6.8","0.4"
259,"곡류 및 그 제품","찹쌀 가공(떡류), 찹쌀떡 ","100","236","50.4","4.8","1.4"
260,"곡류 및 그 제품","찹쌀 가공(면류), 흑미찰국수, 건면 ","100","338","74.6","8.1","0.3"
261,"곡류 및 그 제품","찹쌀 가공(빵류), 찹쌀도우넛 ","100","296","57.1","5","5.3"
262,"곡류 및 그 제품","찹쌀, 백미, 생것 ","100","373","81.9","7.4","0.4"
263,"곡류 및 그 제품","찹쌀, 현미, 생것 ","100","361","75.7","7.3","2.8"
264,"곡류 및 그 제품","칼국수,건조","100","330","74.5","9.6","0.5"
265,"곡류 및 그 제품","커스타드, 달걀 ","100","105","10.7","5","4.6"
266,"곡류 및 그 제품","케이크,당근케이크","70","290.5","55.44","3.57","6.86"
267,"곡류 및 그 제품","콩소메,콩소메, 분말","100","137","16.3","17.2","0.1"
268,"곡류 및 그 제품","크로켓, 감자, 냉동 ","100","164","25.3","4.6","4.9"
269,"곡류 및 그 제품","크로켓, 채소, 냉동 ","100","264","34","3","12.9"
270,"곡류 및 그 제품","크로켓, 크림, 냉동 ","100","159","20.9","4.7","6.3"
271,"곡류 및 그 제품","통밀,밀쌀","90","292.5","68.22","9.54","0.9"
272,"곡류 및 그 제품","통밀,통밀","100","372","74.6","13.2","1.5"
273,"곡류 및 그 제품","푸딩, 바닐라가루, 우유","100","115","19.7","2.7","2.9"
274,"곡류 및 그 제품","푸딩, 커스터드 ","100","126","14.7","5.5","5"
275,"곡류 및 그 제품","피, IEC525(NO.5), 도정곡, 생것","100","376","73.9","8.5","4.6"
276,"곡류 및 그 제품","피자, 슈퍼슈프림, 냉동 ","100","233","30.4","11.3","7.3"
277,"곡류 및 그 제품","피자, 페퍼로니, 냉동 ","150","444","42.75","16.8","22.8"
278,"곡류 및 그 제품","피자,디럭스, 냉동품","150","346.5","29.85","15","18.6"
279,"곡류 및 그 제품","피자,버섯, 냉동품","150","348","35.4","16.35","15.6"
