"id","category","name","grams","calories","carbs","protein","fat"
5480,"과자류","과자,쿠키, 샤브레(해태제과㈜)","30","142.8","21.54","1.38","5.7"
5481,"과자류","과자,쿠키, 애플쨈(롯데제과)","30","132.3","22.05","1.17","1.38"
5482,"과자류","과자,쿠키, 초코칩쿠키(동양제과)","30","150","20.4","1.8","6.9"
5483,"과자류","과자,쿠키, 촉촉한초코칩(동양제과)","30","150","17.7","1.8","8.1"
5484,"과자류","과자,쿠키, 쵸코칩쿠키(롯데제과)","30","159.9","17.91","2.01","8.91"
5485,"과자류","과자,쿠키, 쵸코파이(롯데제과)","30","133.8","19.5","1.29","5.55"
5486,"과자류","과자,쿠키, 칙촉(롯데제과)","30","152.1","17.94","1.5","7.98"
5487,"과자류","과자,쿠키, 후레시베리(동양제과)","30","133.5","16.2","1.2","7.2"
5488,"과자류","과자,크랙커, 다이제(동양제과)","30","144","20.7","2.1","5.7"
5489,"과자류","과자,크랙커, 다이제(초코)(동양제과)","30","151.5","20.4","1.8","6.9"
5490,"과자류","과자,크랙커, 뽀뽀틴(해태제과㈜)","30","86.1","21.51","0","0"
5491,"과자류","과자,크랙커, 에이스(해태제과㈜)","30","158.1","17.67","2.1","8.7"
5492,"과자류","과자,크랙커, 이츠초코(동양제과)","30","156","20.4","2.1","7.5"
5493,"과자류","과자,크랙커, 제로(롯데제과)","30","103.8","10.2","1.71","11.01"
5494,"과자류","과자,크랙커, 제크(롯데제과)","30","155.7","18.18","1.77","8.4"
5495,"과자류","과자,크랙커, 찬찬(초코)(롯데제과)","30","172.5","15.75","2.1","11.16"
5496,"과자류","과자,크랙커, 통크(동양제과)","30","154.5","19.8","2.4","7.2"
5497,"과자류","과자,크랙커, 하비스트(롯데제과)","30","148.2","19.8","2.22","6.66"
5498,"과자류","구르메 젤리 빈스 그린애플향","10","14","3.7","0","0"
5499,"과자류","구르메 젤리 빈스 레몬향","10","14","3.7","0","0"
5500,"과자류","구르메 젤리 빈스 망고향","10","14","3.7","0","0"
5501,"과자류","구르메 젤리 빈스 보이젠베리향","10","14","3.7","0","0"
5502,"과자류","구르메 젤리 빈스 블루베리향","10","14","3.7","0","0"
5503,"과자류","구르메 젤리 빈스 솜사탕향","10","14","3.7","0","0"
5504,"과자류","구르메 젤리 빈스 아이스크림케익향","10","14","3.7","0","0"
5505,"과자류","구르메 젤리 빈스 체리향","10","14","3.7","0","0"
5506,"과자류","구르메 젤리 빈스 탄제린향","10","14","3.7","0","0"
5507,"과자류","구르메 젤리 빈스 핑크자몽향","10","14","3.7","0","0"
5508,"과자류","구리 요시와라 요깡","50","55","13.5","0.5","0"
5509,"과자류","구미 웜 젤리","10","5","1.2","0.1","0"
5510,"과자류","구미100","23","17.41","4.05","0.25","0.02"
5511,"과자류","구미초코볼(스트로베리밀크)","10","24","3.2","0.4","1"
5512,"과자류","구슬이랑별이랑","10","5.6","1.4","0","0"
5513,"과자류","구아만다","30","152.7","17.61","2.7","7.95"
5514,"과자류","구욘 디버스 미니","30","67.2","10.5","0.9","2.4"
5515,"과자류","구욘 픽크물고기모양 크래커","30","74.1","9.9","1.2","3.3"
5516,"과자류","구욘 픽크미니 크래커","30","74.1","9.9","1.2","3.3"
5517,"과자류","구욘 픽크믹스 크래커","30","74.1","9.9","1.2","3.3"
5518,"과자류","구운마늘 다운 이스트 크래커","30","34.5","5.7","0.9","0.9"
5519,"과자류","구워만든쌀로별인절미맛","30","138","20.1","4.5","4.5"
5520,"과자류","구촘프 블루베리석류향","30","27","6.9","0","0"
5521,"과자류","구촘프 오렌지향","30","27","6.9","0","0"
5522,"과자류","구촘프 워터멜론향","30","27","6.9","0","0"
5523,"과자류","국수,국수, 생것,생소면(풀무원)","100","340","75.8","8.8","0.2"
5524,"과자류","국수,소면, 건조,동원산업","100","339","69.4","15.1","0.2"
5525,"과자류","국수,소면, 생것,생소면(풀무원)","100","262","59","5","0.7"
5526,"과자류","국수,일반국수, 생것,생국시(풀무원)","100","262","59","5","0.7"
5527,"과자류","국희곡물샌드(크라운제과)","30","156.87","19.53","1.96","7.88"
5528,"과자류","국희쵸코샌드(크라운제과)","100","517.95","67.51","5.36","25.16"
5529,"과자류","굿키스 더블초콜릿칩쿠키","30","31.5","3.6","0","1.8"
5530,"과자류","굿키스 믹스후르츠맛쿠키","30","33.3","3.6","0","1.8"
5531,"과자류","굿키스 버터쿠키","30","31.5","4.5","0","1.35"
5532,"과자류","굿키스 오트 앤 월넛쿠키","30","31.5","3.6","0","1.8"
5533,"과자류","굿키스 콘플레이크 앤 레이즌 쿠키","30","31.5","4.5","0","1.35"
5534,"과자류","굿타임 더블 초코 초코칩 쿠키","30","28.5","3.9","0.3","1.26"
5535,"과자류","굿타임 클래식 초코칩 쿠키","30","30","4.2","0.3","1.26"
5536,"과자류","그대로 쌀과자","30","25.5","5.7","0.3","0.09"
5537,"과자류","그라쩌 링게","30","39.3","4.5","0.42","2.1"
5538,"과자류","그래놀라 트레일 건블루베리 믹스","30","37.2","4.8","0.9","1.8"
5539,"과자류","그래놀라 트레일 건크랜베리 믹스","30","37.2","4.8","0.9","1.8"
5540,"과자류","그래놀라 트레일 바나나 믹스","30","39","4.8","0.9","2.1"
5541,"과자류","그래놀라 트레일 코코아 믹스","30","33","5.1","0.9","1.2"
5542,"과자류","그랜드 게메즈 에낙","30","45","5.7","0.9","2.1"
5543,"과자류","그레이스(크라운제과)","100","499.42","66.16","8.41","22.35"
5544,"과자류","그로똘리","30","69.9","10.2","1.2","2.7"
5545,"과자류","그론도나 고체","30","39","4.8","0.3","2.1"
5546,"과자류","그론도나 까네스트렐리니","25","30","3.75","0.5","1.5"
5547,"과자류","그론도나 라떼","30","42","6","0.6","1.8"
5548,"과자류","그론도나 보치니","25","27.5","4","0.5","1"
5549,"과자류","그론도나 초코","30","46.8","5.4","0.72","2.52"
5550,"과자류","그리스비 쿠키","30","46.5","5.58","0.54","2.43"
5551,"과자류","그리시니","30","36.6","6.3","1.2","0.72"
5552,"과자류","그리시니 갈릭 브레드스틱","30","29.4","5.31","1.26","0.48"
5553,"과자류","그리시니 브레드스틱","30","47.4","8.4","1.5","0.81"
5554,"과자류","그리시니 브레드스틱 - 갈릭","30","48","8.4","1.5","0.75"
5555,"과자류","그리시니 브레드스틱 - 참깨","30","49.5","7.8","1.5","1.17"
5556,"과자류","그리시니 브레드스틱 마늘","30","30","5.67","0.93","0.41"
5557,"과자류","그리시니 브레드스틱 멀티그레인","30","27.9","5.22","0.96","0.36"
5558,"과자류","그리시니 브레드스틱 참깨","30","30","5.52","0.93","0.48"
5559,"과자류","그리시니 참깨 브레드스틱","30","33","4.5","1.14","1.14"
5560,"과자류","그리시니 트레디셔널 브레드스틱","30","30","5.49","0.9","0.48"
5561,"과자류","그린 티 샌드 쿠키","30","52.8","7.2","0.6","2.4"
5562,"과자류","그린마메","30","35.4","5.1","1.5","0.99"
5563,"과자류","그린애플향 태피(엘아이티이)","30","16.5","3.3","0","0.3"
5564,"과자류","그린티향 태피","30","16.5","3.3","0","0.3"
5565,"과자류","그린피스 와사비 스낵","30","39","6","1.38","1.05"
5566,"과자류","그린피스스낵","30","43.2","6.3","1.8","1.2"
5567,"과자류","글루코 비스켓","30","22.91","3.5","0.29","0.86"
5568,"과자류","글룩스 팝콘","20","43.6","4.2","0.4","2.8"
5569,"과자류","김말이쌀과자","30","34.5","7.5","0.9","0"
5570,"과자류","김미과","30","34.5","7.5","0.9","0"
5571,"과자류","김쌀과자","30","27","6","0.6","0"
5572,"과자류","까레 카카오","15","15.6","2.05","0.31","0.68"
5573,"과자류","까짱반둥","30","43.2","4.23","1.08","2.43"
5574,"과자류","까짱아톰페다스","30","48.3","4.8","0.9","2.7"
5575,"과자류","껨블랑고렝","30","45","5.25","0.75","2.25"
5576,"과자류","꼬깔콘군옥수수맛","30","170.29","16.36","2.31","10.62"
5577,"과자류","꼬깔콘매콤달콤한맛","30","172.5","18","1.5","10.5"
5578,"과자류","꼬깔콘해바라기고소한맛","30","168","18.3","1.5","9.9"
5579,"과자류","꼬깔콘해바라기군옥수수맛","30","166.5","18.9","1.5","9.3"
5580,"과자류","꼬마곰훼미리(크라운제과)","100","320.05","73.96","5.94","0.05"
5581,"과자류","꽃게랑 클래식 (빙그레)","30","156","20.1","2.4","7.2"
5582,"과자류","꾸루북 바왕","30","15.9","3","0.3","0.3"
5583,"과자류","꾸루북바왕","30","16.8","3","0.3","0.3"
5584,"과자류","꾸루뿍 이칸 뚱기리","30","40.5","6.3","0.6","1.5"
5585,"과자류","꾸수까 끄리삑 싱콩(카사바 칩스)","30","42.3","5.4","0.3","2.7"
5586,"과자류","꿀꽈배기(농심)","30","145","22","1","6"
5587,"과자류","끄루뿍로다","30","45","5.25","0.75","2.25"
5588,"과자류","끄루뿍아찌","30","45","5.25","0.75","2.25"
5589,"과자류","끄리삑삐상살레리다","30","18","3","0.6","1.68"
5590,"과자류","끄리픽템빼","30","34.5","5.85","1.26","0.63"
5591,"과자류","나마오키나와구로아메캔디","10","5","1.2","0","0"
5592,"과자류","나쵸 토틸라칩","30","44.4","5.4","0.6","2.4"
5593,"과자류","나쵸칩","30","42","5.7","0.6","1.8"
5594,"과자류","나쵸칩스","30","42","5.7","0.6","1.8"
5595,"과자류","나카모리 송로","30","50.7","11.76","0.78","0.06"
5596,"과자류","나포리레몬크림필더와퍼","30","46.2","5.7","0.33","2.46"
5597,"과자류","나포리바닐라향크림필더와퍼","30","46.2","5.1","0.54","2.64"
5598,"과자류","나포리헤이즐넛크림필더와퍼","30","45.6","5.4","0.54","2.43"
5599,"과자류","나폴리탄 태피","30","16.5","3.3","0","0.3"
5600,"과자류","남부 센베","30","54","6","1.98","2.52"
5601,"과자류","남양유기농쌀과자아기꼬야12개월부터 (산들촌)","30","108","25.2","1.2","0"
5602,"과자류","남양유기농쌀과자아기꼬야7개월부터 (산들촌)","30","108","25.2","1.2","0"
5603,"과자류","내이쳐 밸리 츄위 그래놀라바","30","32.4","5.7","0.6","0.9"
5604,"과자류","네리미니요깡","50","83.5","20","1","0"
5605,"과자류","네이처밸리-애플 크런치","30","57","8.7","0.93","1.89"
5606,"과자류","네이처밸리-오츠 앤 허니","30","59.7","9","1.2","2.1"
5607,"과자류","네이처밸리-캐네디언 메이플시럽(캐네디언메이플시럽2%)","30","57","8.22","1.02","2.07"
5608,"과자류","네이쳐 밸리 트레일 믹스 바","30","42","7.5","0.9","1.2"
5609,"과자류","네이키드 토피","30","57","5.7","0.3","3.6"
5610,"과자류","노리 코이와","30","43.5","7.2","0.39","1.41"
5611,"과자류","노리마끼","30","31.5","5.1","0.6","0.9"
5612,"과자류","노리마끼 오리지널(김6.2%함유)","30","34.55","7.77","0.84","0.03"
5613,"과자류","노리마끼 치즈(김2.06%,고다치즈23.5%함유)","30","43.62","5.83","0.56","2.01"
5614,"과자류","노리마키 아라레 스틱 쌀과자","30","33.6","7.5","0.9","0"
5615,"과자류","노리마키센베이","30","31.8","7.05","0.66","0.12"
5616,"과자류","노리와사비 땅콩과자","30","48","3.9","2.1","2.7"
5617,"과자류","노리텐 간장맛","30","71.1","5.4","0.9","5.1"
5618,"과자류","노리텐 와사비(김9.615%함유)","30","91.8","7.13","1.01","6.6"
5619,"과자류","노리텐 우마시오(김9.804%함유)","30","96.3","7.62","1.13","6.8"
5620,"과자류","노리피 팩","30","44.4","4.8","1.59","2.1"
5621,"과자류","노리피팩","30","29.7","3.21","1.05","1.41"
5622,"과자류","노바멀티그레인스낵","30","54.6","8.1","1.2","1.95"
5623,"과자류","노츠 보이젠베리 쿠키","30","51","6.6","0.6","2.4"
5624,"과자류","노츠 스트로베리 쿠키","30","51","6.6","0.6","2.4"
5625,"과자류","녹차 와사비 완두콩","30","32.79","4.93","1.19","0.92"
5626,"과자류","녹차사탕","10","3.85","0.92","0","0"
5627,"과자류","놀이공원 비스켓","30","40.32","6.26","0.94","1.3"
5628,"과자류","농심포스틱 84g","30","139.45","21.48","1.59","5.24"
5629,"과자류","누가텔리 쿠키","30","45.67","5.4","0.45","2.47"
5630,"과자류","누네띠네","30","45","5.25","0.75","2.25"
5631,"과자류","누네띠네미니","30","160","19.33","1.33","8.67"
5632,"과자류","누텔라 앤 고","30","45.87","5.54","0.68","2.42"
5633,"과자류","눈꽃핀 쌀과자","30","51.3","7.8","0.6","2.1"
5634,"과자류","뉴 베이커리 클래씩 쿠키","30","27.81","3.24","0.36","1.47"
5635,"과자류","뉴아지고노미","30","57","9","1.8","1.5"
5636,"과자류","뉴트로 딸기향 크림 웨하스","30","51.3","4.8","0.6","3.3"
5637,"과자류","뉴트로 바닐라향 크림 웨하스","30","52.5","5.1","0.6","3.3"
5638,"과자류","뉴트로 초콜릿향 크림 웨하스","31","48.36","5.89","0.62","2.48"
5639,"과자류","뉴트리 그레인 블루베리 바","30","29.19","5.84","0.49","0.73"
5640,"과자류","뉴트리 그레인 스트로베리 바","30","29.19","5.84","0.49","0.73"
5641,"과자류","뉴트리 그레인 씨리얼바","37","44.4","8.88","0.74","1.11"
5642,"과자류","뉴트리 그레인 씨리얼바 블루베리","30","36","7.2","0.6","0.9"
5643,"과자류","뉴트리 그레인 씨리얼바 스트로베리","30","36","7.2","0.6","0.9"
5644,"과자류","뉴트리 그레인 씨리얼바 애플 시나몬","30","36","7.2","0.6","0.9"
5645,"과자류","뉴트리 그레인 애플 시나몬 바","30","29.19","5.84","0.49","0.73"
5646,"과자류","뉴트리 멀티그레인 비스킷","30","44.7","5.97","0.75","1.98"
5647,"과자류","니니체캔디","10","6","1.5","0","0"
5648,"과자류","니쇼쿠 모나카","30","27","6.3","0.3","0.12"
5649,"과자류","니코스 혼합과일맛 캔디","10","16.7","8.8","0.13","0.59"
5650,"과자류","다바오 바나나칩","30","79.5","9.9","0.3","4.2"
5651,"과자류","다섯곡물칩","30","148.5","21.6","1.8","6.3"
5652,"과자류","다이와 낫토키나제 125 (㈜비오팜)","30","107.4","12.6","5.4","0"
5653,"과자류","다이제스티브 밀크초콜릿 쿠키","30","44.1","5.7","0.6","2.1"
5654,"과자류","다크초콜릿 & 헤이즐넛 쿠키","30","48.83","4.95","0.68","2.92"
5655,"과자류","다크초콜릿릴리코이","30","69","8.4","0.6","3.6"
5656,"과자류","다크초콜릿릴리코이(1차포장)","30","34.5","4.2","0.3","1.8"
5657,"과자류","다크초콜릿마카다미아 1차포장","30","33","3.9","0.3","1.8"
5658,"과자류","다크초콜릿코나커피","30","66","7.8","0.6","3.6"
5659,"과자류","다크초콜릿코나커피(1차포장)","30","33","3.9","0.3","1.8"
5660,"과자류","다크초콜릿코코넛","30","66","7.8","0.6","3.6"
5661,"과자류","다크초콜릿코코넛(1차포장)","30","33","3.9","0.3","1.8"
5662,"과자류","다크트리플초콜릿마카다미아","30","63","7.2","0.6","3.6"
5663,"과자류","다크트리플초콜릿마카다미아(1차포장)","30","31.5","3.6","0.3","1.8"
5664,"과자류","다크하임(크라운제과)","30","158.43","17.87","2.44","8.58"
5665,"과자류","달콤한유자쿠키","30","101.54","14.31","0.92","4.62"
5666,"과자류","닭다리핫숯불바베큐(농심)","30","150","18","1.71","7.71"
5667,"과자류","닭다리후라이드(농심)","30","150","18","1.71","7.71"
5668,"과자류","더 베터 칩 레드페퍼 앤 살사프레스카","30","39","4.8","0.6","1.8"
5669,"과자류","더 베터 칩 스위트 어니언 앤 체다치즈맛","30","39","4.8","0.6","1.8"
5670,"과자류","더 베터 칩 할라피뇨 앤 소금맛","30","39","4.8","0.6","1.8"
5671,"과자류","더블딜라이트 피넛버터 초콜릿크림 오레오 초콜릿 샌드위치 쿠키(미가방)","30","144.86","21.26","1.84","5.83"
5672,"과자류","더블유엘 콘비츠 믹스","30","52.5","6.6","1.8","2.1"
5673,"과자류","더블유엘 콘비츠 바베큐향","30","93","13.5","2.1","3.6"
5674,"과자류","더블초코웨하스","30","54.9","6.6","0.6","3"
5675,"과자류","더위사냥 오렌지 골드라벨(빙그레)","100","85","20","1","0.07"
5676,"과자류","더위사냥 커피 골드라벨(빙그레)","100","89.29","18.57","0.36","1.57"
5677,"과자류","더위사냥actiV커피(빙그레)","100","92.86","18.57","0.36","1.79"
5678,"과자류","덤덤 팝스","10","6","1.5","0","0"
5679,"과자류","덮밥,불고기덮밥, 불고기덮밥(동원산업)","100","73","8.2","6.4","1.6"
5680,"과자류","덮밥,쇠고기덮밥, 쇠고기덮밥(대상식품㈜)","100","76","8.7","5.7","2.1"
5681,"과자류","덮밥,해물버섯덮밥, 해물버섯덮밥(동원산업)","100","90","8.4","4.5","4.3"
5682,"과자류","데니쉬 마제스틱 버터쿠키","30","75","9.6","0.6","3.9"
5683,"과자류","데니쉬 버터 쿠키","30","45","6","0.6","2.1"
5684,"과자류","데니쉬 혼합쿠키","30","73.5","9.54","0.87","3.6"
5685,"과자류","데데보 토틸라 나초 치즈맛칩스","30","46.5","5.76","0.63","2.34"
5686,"과자류","데데보 토틸라 오리지날 칩스","30","46.5","5.76","0.63","2.34"
5687,"과자류","데오 퍼퓸 캔디","10","11","2.8","0","0"
5688,"과자류","데이 바이 데이 (요거트맛)","10","7.5","1.5","0.2","0.1"
5689,"과자류","데이 바이 데이 (크랜베리맛)","10","7.1","1.5","0.1","0.1"
5690,"과자류","데이 바이 데이 (클래식)","10","7.5","1.5","0.2","0.1"
5691,"과자류","데이드림스 비스킷","30","72","9.81","0.87","3.3"
5692,"과자류","데코레이션 쿠키 9","30","37.5","4.8","0.6","1.8"
5693,"과자류","덴까스 립","30","35.4","2.85","0.38","2.49"
5694,"과자류","덴로쿠 믹스","30","49.5","4.2","1.5","3"
5695,"과자류","덴케이크 쿠키","30","46.2","5.76","0.51","2.34"
5696,"과자류","델라비우다 아몬드 틴스","30","42","6","0.6","1.8"
5697,"과자류","델로바 블루베리맛","30","36.96","4.8","0.39","1.8"
5698,"과자류","델리스","30","39","4.2","0.6","2.17"
5699,"과자류","델리코코","30","45","3.6","0","3.3"
5700,"과자류","델리코코 크리스피 코코 스파이시(고추 2.44% 함유)","30","39.6","3.3","0","2.19"
5701,"과자류","델리코코 크리스피 코코 오리지날","30","39.6","3.3","0","2.19"
5702,"과자류","델피 트위스터 스트로베리향","30","43.8","6.6","0.3","1.8"
5703,"과자류","델피 트위스터 카푸치노향","30","43.5","6.9","0.6","1.5"
5704,"과자류","도도한나쵸 멕시칸타코맛(오리온)","30","144.76","19.26","2.49","6.8"
5705,"과자류","도리크림 바닐라","30","56.1","7.74","0.69","2.46"
5706,"과자류","도리크림 엑스트라 다크","30","55.8","7.2","0.84","2.52"
5707,"과자류","도리토스 나쵸 치즈맛 토틀라 칩스","30","43.2","4.8","0.6","2.4"
5708,"과자류","도리토스 나쵸 치즈맛 토틸라칩","28","41.44","4.76","0.56","2.24"
5709,"과자류","도리토스B.O.M.B","30","156","19.2","1.8","7.8"
5710,"과자류","도리토스나쵸치즈맛","30","154.5","18.9","2.1","8.1"
5711,"과자류","도리토스쿨렌치맛","30","166.5","21.3","1.8","8.1"
5712,"과자류","돌고래모양젤리","10","5.1","1.22","0.1","0"
5713,"과자류","돌체띠 알라 만돌라","30","40.2","8.1","0.6","0.6"
5714,"과자류","돌풍감자 스위트칠리맛(크라운제과)","30","161.21","18.41","1.92","8.87"
5715,"과자류","돌풍감자 허니치즈맛(크라운제과)","30","152.33","19.52","2.17","7.28"
5716,"과자류","동물모양 버터맛 비스킷","30","27.9","3","0.3","1.8"
5717,"과자류","두가지맛 모나카","30","27.6","6.3","0.3","0.15"
5718,"과자류","두리안크림비스킷","30","43.5","6.6","0.9","1.5"
5719,"과자류","두부스낵","30","34.2","4.14","0.54","1.8"
5720,"과자류","두유맛 웨하스","30","24","2.4","0.3","1.5"
5721,"과자류","듀베리 블루베리(블루베리쥬스농축물0.123%)","30","45","6.75","0.45","1.8"
5722,"과자류","듀베리 스트로베리(딸기쥬스농축물0.123%)","30","45","6.75","0.45","1.8"
5723,"과자류","듀팝스팝콘(크라운제과)","20","101.43","11.86","1.8","5.62"
5724,"과자류","드롭스 젤리","10","14","3.6","0","0"
5725,"과자류","디럭스 치즈 샌드위치","150","187.5","19.5","3","10.5"
5726,"과자류","디럭스 피넛버터 샌드위치","150","172.5","22.5","3","7.5"
5727,"과자류","딕앤제인 에듀케이셔널 스낵 스테이츠 앤 캐피털즈","30","37.8","6.48","0.72","1.08"
5728,"과자류","딕앤제인 에듀케이셔널 스낵 잉글리쉬 앤 스패니쉬","30","37.8","6.48","0.72","1.08"
5729,"과자류","딕앤제인 에듀케이셔널 스낵 프레지던트","30","37.8","6.48","0.72","1.08"
5730,"과자류","딜스 다이제스티브 민트","30","18.6","4.5","0","0.06"
5731,"과자류","딜스 민트 진저&라임","30","18.6","4.5","0","0.06"
5732,"과자류","딸기 카스타드","30","141.6","15.6","1.5","8.1"
5733,"과자류","딸기 크림 오레오 초콜릿 샌드위치 쿠키(미가방)","30","147.65","21.67","1.16","6.26"
5734,"과자류","딸기 푸딩(딸기쥬스농축 5%)","100","70","16","N/A","0"
5735,"과자류","딸기구미젤리","10","33","7.8","0.5","0"
5736,"과자류","딸기웨하스","50","141","17","1","8"
5737,"과자류","딸기잼쿠키","30","33.6","4.8","0.3","1.47"
5738,"과자류","딸기쿠키","30","43.5","5.49","0.57","2.1"
5739,"과자류","딸기향 스파이럴","30","16.5","3.63","0.09","0.18"
5740,"과자류","딸기향크림비스킷","30","42","6","0.3","1.8"
5741,"과자류","딸기향타피","30","25.5","5.7","0","0.3"
5742,"과자류","땅콩 크래커","30","45","5.46","0.96","2.13"
5743,"과자류","땅콩 크림 샌드위치 비스킷","30","47.7","6.3","0.9","2.1"
5744,"과자류","땅콩강정","30","42.53","6.19","0.9","1.58"
5745,"과자류","땅콩과 감씨쌀과자","30","31.5","4.35","0.9","1.17"
5746,"과자류","땅콩과 김말이쌀과자","30","40.2","3.12","1.5","2.43"
5747,"과자류","땅콩과 와사비맛감씨쌀과자","30","61.5","6.3","1.98","3.16"
5748,"과자류","땅콩꽈배기(농심)","30","146.25","21.75","1.5","6"
5749,"과자류","땅콩당과","30","46.5","3.6","3","1.2"
5750,"과자류","땅콩사탕","10","6.5","1.3","0.1","0.1"
5751,"과자류","땅콩카라멜(크라운제과)","100","426.52","73.82","6.26","11.8"
5752,"과자류","떡국,떡국, 인스턴트,떡국(풀무원)","100","231","51.2","4.9","0.7"
5753,"과자류","떡볶이,떡볶이, 한입떡볶이(풀무원)","100","231","51.2","4.9","0.7"
5754,"과자류","또띠아칩스파이시타코맛(크라운제과)","30","145.5","20.62","2.13","6.06"
5755,"과자류","또띨라칩 나쵸 치즈맛","30","45","6","0.6","2.1"
5756,"과자류","또띨라칩(오리지날)","30","45","6","0.6","2.1"
5757,"과자류","또띨라칩스 솔티드 나쵸","30","72","9.78","0.81","3.15"
5758,"과자류","또띨라칩스 치즈맛 나쵸","30","76.95","8.61","0.9","4.11"
5759,"과자류","라라 타코야키 옥토푸스 플레이버드 스넥","30","52.8","4.8","0.3","3.6"
5760,"과자류","라라 피쉬 크래커","30","72.3","10.5","1.5","2.7"
5761,"과자류","라라 피쉬 크래커 솔트 & 비니거","30","49.2","10.5","0.9","2.4"
5762,"과자류","라라 피쉬 크래커-황돔13%함유","30","19.8","3","0.6","0.9"
5763,"과자류","라면,봉지면, 너구리, 순한맛(㈜농심)","120","500","80","9","16"
5764,"과자류","라면,봉지면, 너구리, 얼큰한맛(㈜농심)","120","495","82","8","15"
5765,"과자류","라면,봉지면, 삼양라면(삼양식품㈜)","120","500","79","10","16"
5766,"과자류","라면,봉지면, 생사리면(풀무원)","92","331.48","72.22","7.36","4"
5767,"과자류","라면,봉지면, 손수때릴타면(삼양식품㈜)","120","500","80","9","16"
5768,"과자류","라면,봉지면, 쇠고기면(삼양식품㈜)","120","495","80","10","15"
5769,"과자류","라면,봉지면, 신라면(㈜농심)","120","526.8","66.72","10.68","21"
5770,"과자류","라면,봉지면, 열라면(오뚜기라면㈜)","120","515","79","11","17"
5771,"과자류","라면,용기면, 삼양큰컵(삼양식품㈜)","80","362.4","53.2","6.24","15.36"
5772,"과자류","라면,용기면, 새우탕큰사발(㈜농심)","115","500","77","10","17"
5773,"과자류","라면,용기면, 육개장(삼양식품㈜)","86","380","56","7","14"
5774,"과자류","라면,용기면, 육개장사발면(㈜농심)","86","375","53","7","15"
5775,"과자류","라면,용기면, 컵라면(삼양식품㈜)","80","382.4","55.68","5.44","15.28"
5776,"과자류","라면,용기면, 큰사발면, 김치(㈜농심)","112","480","75","9","16"
5777,"과자류","라면,용기면, 튀김우동큰사발(㈜농심)","111","490","73","8","18"
5778,"과자류","라이스 크래커(엠 27)","30","28.5","6.6","0.6","0"
5779,"과자류","라이스 크리스피 트리트","30","27","5.1","0.3","0.6"
5780,"과자류","라이스 크리스피 트리트스 CHOCOLATEY DRIZZLE","30","30","5.1","0.3","0.9"
5781,"과자류","라이스 크리스피 트리트스 ORIGINAL","30","27","5.1","0.3","0.6"
5782,"과자류","라이스 크리스피 트리트스 STRAWBERRY","30","27","4.8","0.3","0.6"
5783,"과자류","라이스 크리스피 트리트스 버라이어티 팩 CHOCHLATEY DRIZZLE","30","30","5.1","0.3","0.9"
5784,"과자류","라이스 크리스피 트리트스 버라이어티 팩 DOUBLE CHOCOLATEY CHUNK","30","30","4.5","0.3","1.2"
5785,"과자류","라이스 크리스피 트리트스 버라이어티 팩 RAINBOW","30","30","5.1","0.3","0.75"
5786,"과자류","라이스 크리스피 트리트스 오리지날","30","27","5.1","0.3","0.6"
5787,"과자류","라이스 크리스피스 엘 카카오","30","57","12","1.2","0.39"
5788,"과자류","라이스크래커","30","33.6","7.8","0.6","0"
5789,"과자류","라이온커피캔디","10","5","1.1","0","0.06"
5790,"과자류","라이트 칩 허니바베큐맛","30","27.6","5.1","0.36","0.75"
5791,"과자류","라임향 캔디","10","6","1.5","0","0"
5792,"과자류","라즈베리 소르베","100","110","26.5","0","0"
5793,"과자류","라차 쉬마이","30","156.45","16.86","2.76","8.55"
5794,"과자류","라카도락구","36","59.4","9.68","1.3","1.69"
5795,"과자류","락카도라꾸","30","49.5","7.8","1.2","1.5"
5796,"과자류","락카아메(땅콩사탕)","10","6.3","1.3","0.1","0.1"
5797,"과자류","람베르츠 20 배리에이션","30","38.1","4.74","0.48","1.89"
5798,"과자류","람베르츠 엑스퀴지트","30","35.4","4.17","0.39","1.83"
5799,"과자류","람베르츠 초콜릿 쿠키","30","35.4","4.26","0.42","1.83"
5800,"과자류","랑구리 바닐라향 크림 샌드","30","51","6","0.63","2.7"
5801,"과자류","랑구리 초코 크림 샌드","30","54","6","0.72","3"
5802,"과자류","랑팅 자궁 바카르","30","36","3.9","0.3","1.8"
5803,"과자류","럭셔리 쇼트브레드","30","32.1","7.2","0.9","3.3"
5804,"과자류","럭셔리버터스카치 쇼트브레드(버터스카치 4.4% 함유)","30","62.1","7.5","0.6","3.3"
5805,"과자류","럭셔리웨이퍼 바닐라향크림","30","55.5","9","0.3","2.1"
5806,"과자류","럭셔리웨이퍼 초코크림","30","55.5","9","0.3","2.1"
5807,"과자류","럭셔리웨이퍼 카푸치노","30","58.5","9","0.3","2.4"
5808,"과자류","럭키 덕키즈 캔디","10","6","1.5","0","0"
5809,"과자류","럭키 참스","30","33","6.6","0.6","0.3"
5810,"과자류","럼향 태피","30","16.5","3.3","0","0.3"
5811,"과자류","레돈도 럭셔리 크림 바닐라향 웨이퍼","30","41.22","6.63","0.3","1.5"
5812,"과자류","레돈도 럭셔리 크림 웨이퍼","30","42","6.54","0.3","1.5"
5813,"과자류","레돈도 럭셔리 크림 웨이퍼 (딸기&크림맛)","30","42","6.81","0.3","1.5"
5814,"과자류","레돈도 럭셔리 크림 초코 웨이퍼","30","36","5.58","0.27","1.32"
